NSN,Description,Unit of Measure,Total Quantity,Kit Count,Unit Price,Accountability Code,Source,Is Kit,Kit Membership
6510-CF-001-9356,BANDAGE ELASTIC 2IN X5YD (5cm x 4.5m),RO,36,1,2.8,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x36"
6510-CF-001-9358,BANDAGE ELASTIC 4IN X 5YD (10CM X 4.5M),RO,1,1,5.2,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6510-CF-001-9420,TAPE HEAVY DUTY (COTTON),SL,1,1,50.78,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6510-CF-001-9836,PAD CHLORHEXIDINE 0.5%,BX,1.5,2,14.24,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x0.5; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6510-CF-002-0196,BANDAGE ELASTOPLAST 6-8 X 10CM STRIP,BX,1,1,4.42,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6510-CF-002-0797,"DRESSING, BURN, DRY, 10CM X 20CM, ACTICOAT, ANTIMICROBIAL SILVER COATED",EA,36,2,14.67,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x24; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x12"
6510-CF-002-0798,"DRESSING, BURN, DRY, 20CM X 40CM, ACTICOAT, ANTIMICROBIAL SILVER COATED",EA,18,2,80.33,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x12; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x6"
6510-CF-002-0901,BANDAGE BLISTER PROTECT,EA,15,2,1.99,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x5; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x10"
6510-CF-002-6931,TAPE WHITE 1/2IN X 10YDS(1.25CM X 9.1M),RO,1,1,0.54,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6510-CF-002-7935,BANDAGE TENSOR LF 10CM,EA,64,3,0.8,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x50; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x12; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6510-CF-002-7963,PAD UNDERCAST 4IN (10CM),EA,24,1,1.29,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x24"
6510-CF-002-8729,"ADHESIVE, SKIN, TOPICAL, HIGH VISCOSITY, PRECISION TIP, 0.7ML",EA,12,1,37.61,C,WHSE,,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x12"
6510-CF-005-0004,"PAD, POVIDONE-IODINE IMPREGNATED, SINGLE",EA,20,2,0.33,C,WHSE,,TRANSIT UNIT MEDICAL SPECIMEN FATAL ACCIDENT (6545-21-912-4986) x10; TRANSIT UNIT MEDICAL SPECIMEN NON-FATAL ACCIDENT (6545-21-912-4985) x10
6515-00-044-8799,"SUTURE, NYLON, MONOFILAMENT, NON-ABSORBABLE, SIZE 4-0, 19MM REVERSE CUTTING EDGE 3/8 CIRCLE NEEDLE, THREAD LENGTH 18IN",EA,12,1,2.74,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x12"
6515-00-054-8174,SYRINGE IRRIG EAR 60ML,EA,1,1,0.93,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x1"
6515-00-165-6544,DIAGNOSTIC SET ADC 2.5V,SE,1,1,588.01,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-00-318-0140,CATH URET 16FR MERCIER,EA,1,1,478.26,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x1"
6515-00-320-4600,FORCEPS TOWEL BACK 14CM,EA,12,1,17.42,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x12"
6515-00-332-3300,FORCEPS TRACH TUBE 24CM,EA,1,1,28.08,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-00-334-4300,FORCEPS HEMOSTATIC ROCHESTER-PEAN DSGN CURVED SERRATED JAWS 6-1/4 IN SINGLE JOINT BOX LOCK W/FINGER RINGS,EA,12,1,65.41,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x12"
6515-00-334-4900,FORCEP HEMO HALST CV,EA,12,1,19.24,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x12"
6515-00-337-2400,"FORCEPS SPLINTER 4""(10CM)LG",EA,13,4,1.1,D,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x1; TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x10; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-00-337-7800,"FORCEP TIS ADSN 4""/1X2TH",EA,6,1,37.77,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x6"
6515-00-337-9900,"FORCEP TIS TWZR 5""/1X2TH",EA,4,1,14.97,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x4"
6515-00-338-0300,"FORCEPS, TISSUE, ALLIS DESIGN, 6IN(15CM)LONG, 4 TO 5 TEETH AT TIP, BOX LOCK RATCH- PAWL WITH FINGER RINGS, SINGLE JOINTED",EA,5,1,101.12,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x5"
6515-00-347-8600,MIRROR LARYNGEAL SZ 3,EA,1,1,8.15,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-00-363-8800,"SCISS BAND LISTER 5.5""",EA,5,2,3.53,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x4; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-00-363-8840,SCISS BAND LISTER 7IN,EA,3,2,18.42,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-00-364-0900,SCISSORS MAYO DSGN 13CM,EA,4,1,24.33,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x4"
6515-00-364-0920,"SCISSORS GENERAL 6 3/4""(17.1CM)L",EA,3,1,13.38,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x3"
6515-00-364-4600,"SCISS IRIS 4.5""(11.4CM)SHARP",EA,4,1,18.78,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x4"
6515-00-364-4800,SCISS IRIS SHARP 4.5IN,EA,4,1,1.8,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x4"
6515-00-365-1820,SCISS GEN SURG STRT 13CM,EA,5,1,14.25,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x5"
6515-00-366-8200,SHEARS CAST CUT (2-HAND),EA,1,1,25.76,D,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x1"
6515-00-367-0420,SHIELD EYE PATCH W/CORD,EA,6,1,5.87,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x6"
6515-00-369-9100,SPECUL NASAL VENNA ADLT,EA,1,1,265.2,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6515-00-373-9700,SPUD EYE DOUBLE ENDED,EA,1,1,50.46,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6515-00-386-7600,CANNULA LARYNGEAL GOMCO,EA,2,1,137.01,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-00-777-7340,CUSHION CRUTCH,PR,3,1,2.3,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x3"
6515-00-982-7493,"MASK, SURGICAL, MEDICAL, HALYARD CANADA, HEADBAND, CONE SHAPED, BLUE",BX,2,1,15.03,C,ExternalRqn,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x2"
6515-01-008-3338,PEN SKIN MARKING,EA,6,3,0.89,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x3; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-054-4267,"SUTURE, POLYPROPYLENE, MONOFILAMENT, NON-ABSORBABLE, SIZE 2-0, 26MM REVERSE CUTTING EDGE 3/8 CIRCLE NEEDLE, THREAD LENGTH 18IN",EA,12,1,5.2,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x12"
6515-01-137-9203,TUBE TRACH 8.0MM CUFFED,EA,2,1,2.64,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-01-158-8010,SPECULUM OTOSCOPE 2.75MM,BG,1,1,32.48,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-01-162-1956,"SUTURE, POLYPROPYLENE, MONOFILAMENT, NON-ABSORBABLE, SIZE 1, 48MM TAPER POINT 1/2 CIRCLE NEEDLE, THREAD LENGTH 30IN",BX,1,1,248.92,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-01-217-1236,SPLINT UNIVERSAL. FOLDED,EA,15,3,10.08,C,WHSE,,"KIT, TMT, C.A.F. DIVE TEAM C-SPINE IMMOBILIZATION (6545-20-A0M-1004) x2; KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x2; TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x11"
6515-01-222-8480,"SUTURE, PLAIN GUT, MONOFILAMENT, ABSORBABLE, SIZE 6-0, 11MM REVERSE CUTTING EDGE 3/8 CIRCLE NEEDLES, THREAD LENGTH 18IN, DOUBLE ARMED",BX,1,1,304.49,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x1"
6515-01-225-4681,"SPLINT, UNIVERSAL.LIGHTWEIGHT; RADIOLUCENT; GRAY; 4-1/2 BY 36 INCH (10.8 BY 92.2 CM);FOR IMMOBILIZATION OF INJURED EXTREMITIES",EA,3,2,11.13,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-227-4935,TUBE TRACH 7.0MM CUFFED,EA,2,1,2.58,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-01-246-2951,CANNULA LARYNGEAL(BISON),EA,5,1,0.62,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x5"
6515-01-251-3764,KNIFE (DISPOSABLE),BX,3,1,23.3,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x3"
6515-01-257-6384,TUBE TRACH 6.5MM CUFFED,EA,3,2,2.59,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-01-261-5877,TUBE TRACH 6.0MM CUFFED,EA,2,1,2.59,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-01-269-1792,AIRWAY NASOPHARYNG 28FR,EA,16,3,9.12,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x12; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x3"
6515-01-315-6095,"MASK, SURGICAL, MEDICAL, HALYARD CANADA, ASTM LEVEL 3, PLEAT STYLE, W/FACE SHEILD, ORANGE",BX,2,1,43.93,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x2"
6515-01-318-3468,SPHYGMOMANOMETER W/CASE,EA,1,1,117,D,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-01-322-5881,"ADMINISTRATION SET, IV SECONDARY 15GTT, 40INL, SPIN LOCK W/HANGER, 50'S",EA,51,2,1.26,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1; TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x50"
6515-01-356-8511,SYR HYPO PLS 10-12CC,EA,100,1,0.21,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x100"
6515-01-357-5932,SYR HYPO PLS/DBL-SC 6CC,EA,107,3,0.19,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x100; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x3; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x4"
6515-01-358-4886,ELECTRODE ECG 200 SERIES,PG,1,1,19.78,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-01-375-4798,CONNECTOR SALINE LOCK,EA,13,2,2.15,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x3"
6515-01-390-9627,"CATHETER, I.V., SAFETY VERSION, 14G X 1.25IN",EA,6,1,2.36,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x6"
6515-01-390-9654,"CATHETER, I.V., SAFETY VERSION, 18G X 1.25IN",EA,125,2,1.8,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x100; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x25"
6515-01-417-7883,LIGHT (UV) BURTON 110V,EA,1,1,1042.77,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-01-428-7546,"PAD, ELECTRODE, DEFIBRILLATOR ""STAT PADZ""",PR,2,1,55.93,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-01-446-9318,SAGER SPLINT,EA,2,1,628.19,D,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-01-448-2946,"SUTURE, POLYPROPYLENE, MONOFILAMENT, NON-ABSORBABLE, SIZE 4-0, 13MM PRIME REVERSE CUTTING EDGE 3/8 CIRCLE NEEDLE, THREAD LENGTH 18IN",BX,3,1,284.59,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x3"
6515-01-452-1329,ADAPTER PEEP VALVE,EA,1,1,5.1,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-452-4435,SUPP CERV COLLAR SELECT,EA,19,3,17.15,C,WHSE,,"KIT, TMT, C.A.F. DIVE TEAM C-SPINE IMMOBILIZATION (6545-20-A0M-1004) x2; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x16; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-452-5833,CONNECTOR 22MM OD TUBING,EA,1,1,0.48,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1"
6515-01-457-1496,"NEEDLE HYPO 21G X 1-1/2""",EA,150,2,0.19,C,WHSE,,"TREATMENT KIT, BLOOD COLLECTION (6545-20-A0U-8757) x100; TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x50"
6515-01-458-6178,"SET, E.N.T. DIAGNOSTICS, LIGHTWEIGHT, FIELD USE",KT,1,1,898.23,D,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-479-5756,DETECTOR C02 EASY CAP II,EA,2,1,17.4,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6515-01-505-3037,"ELECTRODE,ELECTROCARDIOGRAPH. DISPOSABLE",BX,1,1,30.8,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-01-509-6866,SPLINT PELVIC SAM,EA,2,1,87.22,D,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-01-518-3518,THERMOMETER CLIN DIGITAL,EA,1,1,349.18,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-01-521-5730,SPLINT LEG TRACTION 4:1,EA,3,2,205.58,D,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-521-7976,"TOURNIQUET, COMBAT APPLICATION, HEMORRHAGE CONTROL, C-A-T, BLACK",EA,10,3,32.98,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x3; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x4; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x3"
6515-01-523-3317,"CONSTRICTING AND SECURING DEVICE,IV",EA,2,1,13.3,D,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6515-01-525-0236,SPECULUM OTOSCOPE 4.25MM,BG,3,2,35.19,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-01-537-2611,BAND CONSTRICTING IV,EA,1,1,20.9,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-537-9007,"NEEDLE SET,INTRAOSSEOUS INJECTION, ADULT, 15 GAUGE, 25MM LONG, 304 STAINLESS STEEL, LATEX-FREE, FOR USE WITH 6515-01-590-8589 DRIVER INTRAOSSEOUS",EA,5,1,175,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x5"
6515-01-537-9013,"NEEDLE SET,INTRAOSSEOUS INJECTION, PEDIATRIC, 15 GAUGE, 15MM LONG, 304 STAINLESS STEEL, LATEX-FREE, FOR USE WITH 6515-01-590-8589 DRIVER INTRAOSSEOUS OR MANUALLY FOR PEDIATRIC USAGE.",EA,5,1,175,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x5"
6515-01-540-3238,"DEFIBRILLATOR, AUTOMATIC EXTERNAL, LCD SCREEN",EA,2,1,1453.58,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-01-540-7226,"LANYARD, RETRACTABLE FOR MEDICAL SCISSORS WITH CLIP FOR D-RINGS",EA,1,1,18.73,D,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-541-0629,BAG MARINER ORNG EMPTY,EA,30,1,154.82,D,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x30"
6515-01-565-7028,"SPECULUM, VAGINAL, MEDIUM",EA,14,2,2,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x10; TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x4"
6515-01-577-0312,"SET, NEEDLE, INTRAOSSEOUS, 45MM, HUMERUS, YELLOW HUB, 15G, USED WITH BONE GUN 6515- 01-590-8589",SE,10,1,175,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x10"
6515-01-583-0475,"SYRINGE,HYPODERMIC. CAPACITY 50 ML",EA,8,3,0.99,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x6; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-587-9943,"TOURNIQUET, TACTICAL, BLACK, SPECIAL OPERATIONS FORCES",EA,1,1,38.51,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-590-8589,"INTRAOSSEOUS INJECTION GUN, BONE HAND HELD, LITHIUM BATTERY POWERED, 450G , RED COLOUR, CIVILIAN VERSION",EA,1,1,422.94,D,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x1"
6515-01-611-9498,"SUTURE, POLYPROPYLENE, MONOFILAMENT, NON-ABSORBABLE, SIZE 6-0, 11MM PRIME REVERSE CUTTING EDGE 3/8 CIRCLE NEEDLE, THREAD LENGTH 18IN",EA,12,1,11.32,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x12"
6515-01-612-6715,"SUTURE, POLYGLACT 910, UNDYED BRAIDED, ABSORBABLE, SIZE 5-0, 13MM PRIME REVERSE CUTTING EDGE 3/8 CIRCLE NEEDLE, THREAD LENGTH 18IN",EA,12,1,17.39,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x12"
6515-01-615-2305,"SET, ELECTRODE, ECG READINESS PACK FOR VITAL SIGNS MONITOR 6515-01-693-1239",SE,2,1,170.52,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-01-618-6471,"SYRINGE, HYPODERMIC 3ML",EA,9,2,0.13,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x6; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x3"
6515-01-618-7475,"TOURNIQUET, JUNCTIONAL, SAM",EA,3,2,447.78,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-618-8278,"PACK, AIRWAY SUPRAGLOTTIC, ADULT, SIZE 4 COMES WITH LUBRICANT AND AIRWAY SUPPORT STRAP",EA,6,3,35,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x3; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-621-2401,"PACK, AIRWAY SUPRAGLOTTIC, ADULT, SIZE 5 COMES WITH LUBRICANT AND AIRWAY SUPPORT STRAP",EA,8,3,35,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x3; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x4; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-626-6395,"DRIVER, MANUAL, INTRAOSSEOUS DEVICE AND NEEDLE, STERILE",PG,6,2,391.67,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x5; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
